seed,total_time,mse,l1,mse_mean,mse_sd,mse_quantile_0.05,mse_quantile_0.25,mse_quantile_0.50,mse_quantile_0.75,mse_quantile_0.95
1,47.07578229904175,0.8410922884941101,0.7300539016723633,0.07952860742807388,0.2211301475763321,0.9427266716957092,0.2549129128456116,0.2009386569261551,0.15791231393814087,0.9056147933006287
2,59.106034994125366,0.8484854102134705,0.7370795011520386,0.08099406957626343,0.1262473315000534,0.7692416310310364,0.1734713464975357,0.1983039826154709,0.15372762084007263,0.47446727752685547
3,68.44823813438416,0.8566076755523682,0.7138864994049072,0.05873136222362518,0.20217421650886536,0.9708888530731201,0.15584027767181396,0.1389087289571762,0.17156705260276794,0.7874082922935486
4,78.95506691932678,0.9175494313240051,0.7530381679534912,0.0634385421872139,0.12837672233581543,0.6640142798423767,0.13175107538700104,0.1503279060125351,0.13488668203353882,0.6254826188087463
5,68.81026792526245,0.8411588072776794,0.6951525211334229,0.07964975386857986,0.1663689762353897,1.0282307863235474,0.2229081243276596,0.20178090035915375,0.12915292382240295,0.5759260058403015
6,116.34971475601196,0.8941307663917542,0.7242763638496399,0.04917631670832634,0.17922750115394592,0.9692773222923279,0.11956293135881424,0.12941932678222656,0.15162768959999084,0.616464376449585
7,59.665998220443726,0.9480317234992981,0.7673184275627136,0.13453800976276398,0.15393121540546417,1.2521281242370605,0.24144646525382996,0.366890013217926,0.2608298361301422,0.1438254415988922
8,77.85103297233582,0.834894061088562,0.7076430320739746,0.0746583640575409,0.1311648041009903,0.8677857518196106,0.17005448043346405,0.2160068303346634,0.15630541741847992,0.3357783854007721
9,92.37786507606506,0.9289395809173584,0.7445483803749084,0.07041972130537033,0.23796279728412628,1.389931082725525,0.17653392255306244,0.1704723984003067,0.20372045040130615,0.5750381946563721
10,84.7291738986969,0.8785963654518127,0.7373288869857788,0.07029471546411514,0.17849993705749512,0.8342114090919495,0.2192588895559311,0.2323356717824936,0.15971776843070984,0.7801228165626526
11,90.8745710849762,0.9326282739639282,0.7327650785446167,0.07537004351615906,0.22245803475379944,1.3254307508468628,0.2256683111190796,0.153994619846344,0.15405124425888062,0.6117268204689026
12,88.9242811203003,0.9228995442390442,0.7302520871162415,0.06353636831045151,0.2548050880432129,1.0687397718429565,0.2225395143032074,0.16497094929218292,0.19578590989112854,0.9662342667579651
13,123.18645405769348,0.9485586881637573,0.7585473656654358,0.07008929550647736,0.14446969330310822,0.9906500577926636,0.1403542459011078,0.16340206563472748,0.14510858058929443,0.38281896710395813
14,85.23787689208984,0.8607698678970337,0.7194719314575195,0.07892146706581116,0.20517779886722565,1.2485874891281128,0.22553247213363647,0.16763943433761597,0.17020611464977264,0.6906428337097168
15,82.27301406860352,0.7732018232345581,0.6776189208030701,0.06175078824162483,0.3304807245731354,1.890915870666504,0.2297803908586502,0.20290496945381165,0.21155543625354767,0.540273129940033
16,157.57512617111206,0.9162293672561646,0.7346858382225037,0.09077046811580658,0.09264324605464935,0.8064095973968506,0.16436319053173065,0.19117675721645355,0.12981465458869934,0.4041106402873993
17,80.0548369884491,0.7731652855873108,0.6769157648086548,0.0852995440363884,0.32175835967063904,1.211693286895752,0.248367577791214,0.20816881954669952,0.2526703476905823,1.3394875526428223
18,172.77195382118225,0.8025205731391907,0.7080249786376953,0.04620146378874779,0.08174729347229004,0.6315394043922424,0.10124906897544861,0.13466592133045197,0.09999353438615799,0.26932328939437866
19,86.35118889808655,0.9136756658554077,0.739626407623291,0.08279280364513397,0.3006095886230469,1.07145094871521,0.3157643973827362,0.2149081528186798,0.1889839768409729,1.2293267250061035
20,75.75575494766235,0.8734720945358276,0.7453626990318298,0.07503768801689148,0.1532529592514038,0.8623031973838806,0.22915513813495636,0.25652915239334106,0.14824102818965912,0.5506041049957275
21,131.58600902557373,0.8440225124359131,0.7174479365348816,0.046306200325489044,0.08825471997261047,0.7784706950187683,0.08185310661792755,0.13940021395683289,0.10272863507270813,0.3861691951751709
22,90.49969792366028,0.8953522443771362,0.7337673306465149,0.06085044890642166,0.2242467999458313,1.1491022109985352,0.20927445590496063,0.1496119648218155,0.1478016972541809,0.6376094818115234
23,71.08498191833496,0.8430594801902771,0.7204632759094238,0.04905223846435547,0.18229758739471436,0.9923566579818726,0.1679767519235611,0.14194345474243164,0.13380509614944458,0.43315789103507996
24,100.8696608543396,0.8601409792900085,0.733766496181488,0.05107678845524788,0.10258815437555313,0.6964713335037231,0.10327465832233429,0.14805680513381958,0.11945802718400955,0.3114051818847656
25,79.6590530872345,0.8621234893798828,0.7278444766998291,0.08077584207057953,0.15939341485500336,1.0579814910888672,0.18452580273151398,0.20109999179840088,0.15819144248962402,0.32748839259147644
26,116.552903175354,0.8485127091407776,0.7200499176979065,0.10775404423475266,0.08307628333568573,0.6133772134780884,0.17472459375858307,0.19763734936714172,0.15300457179546356,0.5042229890823364
27,88.60972881317139,0.9552084803581238,0.751809298992157,0.10758723318576813,0.2139500379562378,1.128663182258606,0.2851915657520294,0.2108338624238968,0.16971486806869507,0.6739713549613953
28,84.70183396339417,0.8373159766197205,0.7147907614707947,0.05661417171359062,0.16879016160964966,0.9305578470230103,0.17158374190330505,0.1577756404876709,0.1303604245185852,0.5191150903701782
29,173.62280225753784,0.8814209699630737,0.7309659719467163,0.09946819394826889,0.06910935044288635,0.5374780893325806,0.18917374312877655,0.2051708996295929,0.12382756918668747,0.40702348947525024
30,84.91702890396118,0.8189331889152527,0.7089722156524658,0.0727171078324318,0.20736950635910034,0.7468940019607544,0.27263733744621277,0.19273976981639862,0.13095757365226746,1.074554443359375
31,108.12280702590942,0.8032919764518738,0.7062605023384094,0.08416364341974258,0.20469830930233002,1.1456753015518188,0.22219470143318176,0.1891489326953888,0.17394256591796875,0.7276583313941956
32,84.46189212799072,0.8397666811943054,0.7078016400337219,0.047009147703647614,0.20741072297096252,0.9612318873405457,0.15282738208770752,0.14635111391544342,0.17052358388900757,0.6899914741516113
