seed,total_time,mse,l1,mse_mean
1,2.031435012817383,3.3072142601013184,1.2037546634674072,0.18865041434764862
2,2.1707329750061035,3.2429816722869873,1.2338155508041382,0.24609315395355225
3,1.9318647384643555,3.1411709785461426,1.2202705144882202,0.34873825311660767
4,2.5881569385528564,7.952446460723877,1.340656042098999,3.3719515800476074
5,1.8580751419067383,3.8500280380249023,1.2971611022949219,0.2907255291938782
6,2.0188989639282227,3.3949849605560303,1.230165719985962,0.27098551392555237
7,1.8452448844909668,3.730541229248047,1.2885903120040894,0.29343774914741516
8,1.7583286762237549,3.483936309814453,1.2355319261550903,0.34408310055732727
9,2.1889700889587402,3.8228864669799805,1.2529809474945068,0.29730790853500366
10,2.0166537761688232,3.694702625274658,1.2869715690612793,0.19153821468353271
11,7.201953887939453,4.456747055053711,1.3582608699798584,0.7239364981651306
12,2.1436898708343506,3.421198844909668,1.2589532136917114,0.20035596191883087
13,2.653616189956665,3.222827911376953,1.1910293102264404,0.1862754076719284
14,2.6527416706085205,3.228712797164917,1.1999703645706177,0.20900286734104156
15,4.257340908050537,3.790588855743408,1.3000986576080322,0.4813235402107239
16,2.341602087020874,4.913925647735596,1.3022044897079468,1.1010080575942993
17,2.343419075012207,3.5618536472320557,1.2002447843551636,0.8615710735321045
18,2.370546817779541,3.313894748687744,1.150571584701538,0.26305174827575684
19,2.377031087875366,3.852250814437866,1.3044711351394653,0.21968646347522736
20,2.583225965499878,3.6928837299346924,1.282145380973816,0.25839000940322876
21,2.5898118019104004,3.6567602157592773,1.2344826459884644,0.21566851437091827
22,2.4083499908447266,3.822930097579956,1.3052607774734497,0.21541061997413635
23,2.735982894897461,3.096193790435791,1.1738333702087402,0.24991294741630554
24,2.656646966934204,3.636239767074585,1.2472399473190308,0.21620231866836548
25,4.079241037368774,3.4786593914031982,1.2510203123092651,0.3749372363090515
26,3.52657413482666,3.344716787338257,1.1942133903503418,0.17597822844982147
27,6.679841995239258,4.199379920959473,1.3150602579116821,0.5515490174293518
28,3.007741928100586,3.869035005569458,1.288938283920288,0.32799646258354187
29,2.662004232406616,3.248339891433716,1.2346546649932861,0.2210838943719864
30,2.62479305267334,3.511261224746704,1.2458901405334473,0.3338220715522766
31,2.3427131175994873,3.083791971206665,1.1766756772994995,0.16056786477565765
32,2.3705320358276367,3.6795811653137207,1.3064024448394775,0.2830560803413391
33,2.8000588417053223,2.79845929145813,1.1579228639602661,0.19249668717384338
34,2.414138078689575,3.3255550861358643,1.2702112197875977,0.2331056296825409
35,3.346200942993164,3.6267848014831543,1.2093549966812134,0.4919918477535248
36,2.526719093322754,3.4289517402648926,1.2045725584030151,0.48910367488861084
37,2.776142120361328,3.161311149597168,1.2016665935516357,0.3848007619380951
38,2.936657190322876,3.6987695693969727,1.2938121557235718,0.5299183130264282
39,3.062649726867676,3.5433638095855713,1.2588008642196655,0.3833273947238922
40,2.4753527641296387,3.855299234390259,1.306300401687622,0.2109169065952301
41,2.290585994720459,3.583284854888916,1.2311484813690186,0.19511301815509796
42,2.560239315032959,4.581852912902832,1.2869014739990234,0.7232864499092102
43,2.659911870956421,3.6055116653442383,1.2407820224761963,0.20076949894428253
44,2.5794777870178223,3.372790575027466,1.217806339263916,0.43283775448799133
45,2.499598264694214,4.107656478881836,1.3193209171295166,0.23562714457511902
46,2.739276170730591,3.168144941329956,1.193571925163269,0.17574825882911682
