seed,total_time,mse,l1,mse_mean
47,2.669126272201538,3.8237929344177246,1.2757048606872559,0.24424350261688232
48,2.3350987434387207,3.3894448280334473,1.2493044137954712,0.30293476581573486
49,2.347965955734253,4.013701438903809,1.2964189052581787,0.31560999155044556
50,3.22009015083313,3.635859489440918,1.2398402690887451,0.31897276639938354
51,2.7016890048980713,4.523597717285156,1.3605780601501465,0.22708146274089813
52,2.7074930667877197,3.136739730834961,1.213357925415039,0.2654975950717926
53,3.121825933456421,3.697502851486206,1.270839810371399,0.2818184792995453
54,3.486269950866699,3.021552085876465,1.2250632047653198,0.3485316038131714
55,2.8743999004364014,3.48681640625,1.231027364730835,0.217275470495224
56,2.389371871948242,3.6781179904937744,1.23256516456604,0.6247130036354065
57,2.5225892066955566,4.26059103012085,1.2706012725830078,0.34704211354255676
58,3.020528793334961,3.279355525970459,1.1932350397109985,0.21649453043937683
59,2.5154659748077393,3.1157491207122803,1.1711565256118774,0.23347213864326477
60,2.707909107208252,3.6906347274780273,1.2900079488754272,0.20468352735042572
61,2.6510908603668213,3.612039089202881,1.2817964553833008,0.22750522196292877
62,2.967539072036743,2.9047889709472656,1.1768921613693237,0.2861686050891876
63,2.610966205596924,3.2927725315093994,1.2056230306625366,0.2150786966085434
64,2.344011068344116,3.4840896129608154,1.2249001264572144,0.37190258502960205
65,4.382170915603638,3.676886796951294,1.281174898147583,0.3891719877719879
66,2.9038729667663574,2.742683172225952,1.1370781660079956,0.2616632878780365
67,2.53904390335083,5.0390238761901855,1.3456159830093384,1.0462391376495361
68,3.134498119354248,3.6417014598846436,1.243042230606079,0.3891046643257141
69,2.6980350017547607,3.784821033477783,1.2998437881469727,0.7743330597877502
70,3.0966131687164307,4.693458080291748,1.2958757877349854,1.219873309135437
71,3.7224440574645996,3.094693422317505,1.1712888479232788,0.240200012922287
72,3.26029896736145,3.1695668697357178,1.1957716941833496,0.26673293113708496
73,3.4029219150543213,3.0455751419067383,1.1713054180145264,0.34111228585243225
74,4.429497003555298,3.5642082691192627,1.2173645496368408,0.22063273191452026
75,2.823429822921753,3.0242440700531006,1.171499252319336,0.34082460403442383
76,2.6656508445739746,3.6781375408172607,1.2444208860397339,0.2795819640159607
77,2.6943612098693848,3.8845930099487305,1.2561156749725342,0.5897679328918457
78,4.412503004074097,3.662651777267456,1.280683159828186,0.40084147453308105
79,2.9767937660217285,3.1427829265594482,1.2141309976577759,0.2476993352174759
80,3.01570725440979,3.5279195308685303,1.1965376138687134,0.22860020399093628
81,2.871535062789917,3.2683041095733643,1.1936731338500977,0.16943424940109253
82,2.797571897506714,3.6712563037872314,1.2334004640579224,0.3257553279399872
83,2.9242517948150635,4.124187469482422,1.274900197982788,0.39960527420043945
84,4.531479120254517,3.639914035797119,1.2609717845916748,0.5120917558670044
85,3.0836310386657715,3.803133249282837,1.2851648330688477,0.29439446330070496
86,2.9646780490875244,3.028256416320801,1.1253949403762817,0.19068428874015808
87,3.2815709114074707,3.20526385307312,1.1908389329910278,0.265663206577301
88,2.910775899887085,3.3666300773620605,1.2279208898544312,0.30039340257644653
89,3.3264918327331543,3.703495979309082,1.2378603219985962,0.19182080030441284
90,4.5031609535217285,3.391378402709961,1.2245436906814575,0.2779226303100586
91,3.4696450233459473,3.9998297691345215,1.2053993940353394,0.720474123954773
92,3.836116313934326,3.733663320541382,1.2994362115859985,0.36964091658592224
93,4.768193006515503,3.5868074893951416,1.2419943809509277,0.5155366659164429
94,4.3387610912323,2.830454111099243,1.160348653793335,0.21671469509601593
95,4.946934938430786,3.851550340652466,1.3218172788619995,0.4527284502983093
96,3.5676450729370117,3.5870959758758545,1.2612401247024536,0.2451270967721939
97,3.426011085510254,3.0962681770324707,1.1844183206558228,0.2582051753997803
98,3.576204776763916,3.0168964862823486,1.2030742168426514,0.22856123745441437
99,3.600202798843384,3.8455889225006104,1.2628942728042603,0.7419552803039551
100,3.5104551315307617,3.327993631362915,1.259992241859436,0.3006781339645386
