seed,total_time,mse,l1,mse_mean
67,3.675344944000244,1.1171529293060303,0.7794926762580872,0.2438608705997467
68,4.806724786758423,0.9876633882522583,0.7651609778404236,0.10229320079088211
69,4.060637950897217,0.9467010498046875,0.7497442960739136,0.15861113369464874
70,5.182188034057617,0.9500384330749512,0.7494727969169617,0.1153443455696106
71,4.70242714881897,0.8323822617530823,0.7195889949798584,0.09107917547225952
72,4.295376777648926,0.9688753485679626,0.7654184699058533,0.08192175626754761
73,5.703352212905884,0.8652257323265076,0.7235001921653748,0.07756084948778152
74,3.799222946166992,0.8199936151504517,0.7142666578292847,0.0970996841788292
75,5.956094026565552,0.8869906067848206,0.7220636606216431,0.13998115062713623
76,4.451846122741699,0.9157676100730896,0.7500360608100891,0.11752662807703018
77,4.408674001693726,0.894143283367157,0.7263677716255188,0.10039244592189789
78,4.529098987579346,1.0105167627334595,0.7200214862823486,0.26563194394111633
79,5.693626880645752,0.9107092618942261,0.7516303062438965,0.10597686469554901
80,4.037828207015991,0.9768281579017639,0.7473740577697754,0.1766079217195511
81,5.501215219497681,0.8641113042831421,0.7085898518562317,0.15251322090625763
82,7.350433111190796,0.7764725089073181,0.6948818564414978,0.09803508222103119
83,6.031482934951782,1.1395416259765625,0.7554381489753723,0.31223684549331665
84,3.8132200241088867,0.8051809072494507,0.6862447261810303,0.11133140325546265
85,4.0369226932525635,0.9189708232879639,0.7522369623184204,0.0905134454369545
86,4.267625093460083,0.9256593585014343,0.7499853372573853,0.1261328160762787
87,5.428742170333862,0.9288198947906494,0.7520221471786499,0.10128534585237503
88,4.537877082824707,0.9142427444458008,0.7470548748970032,0.07076811045408249
89,5.3776257038116455,0.8664101362228394,0.7227468490600586,0.07746855169534683
90,3.831143856048584,0.9233397841453552,0.7582176327705383,0.0800919458270073
91,3.0267269611358643,0.8638052940368652,0.7329903841018677,0.08960999548435211
92,2.6195068359375,0.9698643088340759,0.7533549666404724,0.11380915343761444
93,2.9546871185302734,0.8507890105247498,0.7141746878623962,0.09185168147087097
94,2.5892910957336426,0.8706439137458801,0.7233539819717407,0.07277403026819229
95,2.9454381465911865,0.9538320302963257,0.7574601769447327,0.07825234532356262
96,3.127103090286255,0.8567092418670654,0.7199931740760803,0.09730343520641327
97,3.212797164916992,0.7580012679100037,0.6821078658103943,0.09639036655426025
98,2.715059995651245,0.8268333673477173,0.7190405130386353,0.07254411280155182
99,3.092503070831299,0.9502493143081665,0.755025327205658,0.09538047760725021
100,3.3213069438934326,0.8424951434135437,0.7148828506469727,0.10084187239408493
