seed,total_time,mse,l1,mse_mean,mse_sd,mse_quantile_0.05,mse_quantile_0.25,mse_quantile_0.50,mse_quantile_0.75,mse_quantile_0.95
1,6.8516459465026855,5.253901481628418,1.564449429512024,1.5809240341186523,4.664849281311035,6.928947448730469,1.6875615119934082,1.1875616312026978,2.3901965618133545,17.586122512817383
2,10.931448936462402,5.944929599761963,1.5980546474456787,1.7564632892608643,0.9715397953987122,4.371976375579834,2.2830452919006348,1.9113340377807617,2.099104881286621,3.8085124492645264
3,12.639611959457397,4.790090560913086,1.524592399597168,1.116201400756836,1.53851318359375,3.9023361206054688,1.3890267610549927,1.0147210359573364,1.5416557788848877,6.09204626083374
4,13.108222007751465,4.901103496551514,1.514211893081665,1.2730036973953247,0.9584513902664185,4.037410736083984,1.562493920326233,1.2711186408996582,1.5109305381774902,3.142282009124756
5,11.227221012115479,4.86059045791626,1.5735924243927002,1.303283929824829,6.816725730895996,8.798720359802246,2.033844232559204,1.0742828845977783,2.105362892150879,22.311189651489258
6,10.485710859298706,5.15371561050415,1.6358898878097534,2.095407009124756,1.5967570543289185,7.353703498840332,2.9949874877929688,2.2072551250457764,2.1385626792907715,3.8056013584136963
7,10.08336091041565,4.969311714172363,1.5387636423110962,1.555853247642517,1.1443016529083252,3.2412877082824707,1.600278377532959,1.4275988340377808,2.025273561477661,5.841737270355225
8,12.146009683609009,4.62553596496582,1.5556941032409668,1.4684096574783325,0.9265420436859131,4.579954147338867,1.7216072082519531,1.3616828918457031,1.8858534097671509,3.8435118198394775
9,12.307353019714355,3.9692511558532715,1.4095929861068726,1.2722736597061157,2.5281050205230713,3.7604246139526367,1.1911808252334595,0.9522290229797363,1.633205771446228,9.23979377746582
10,12.472691297531128,4.171221733093262,1.4680322408676147,1.2022438049316406,0.7987626791000366,2.866488218307495,1.3110384941101074,1.1986445188522339,1.6972267627716064,3.875284194946289
11,12.660697937011719,4.7100019454956055,1.4961103200912476,1.385402798652649,1.4657829999923706,3.1398448944091797,1.4253021478652954,1.3203437328338623,2.014622688293457,6.920193195343018
12,12.439841032028198,4.9479475021362305,1.5728353261947632,1.624658226966858,4.089346885681152,7.110313415527344,2.163099765777588,1.4907240867614746,1.862995982170105,10.162431716918945
13,11.175514936447144,3.54628849029541,1.3579096794128418,1.074710488319397,1.4070557355880737,2.442337989807129,0.9852920174598694,0.922324001789093,1.589376449584961,6.805747032165527
14,11.197647094726562,3.9050049781799316,1.4388877153396606,1.1749600172042847,1.2612266540527344,4.564785003662109,1.6540902853012085,1.1485227346420288,1.4002724885940552,4.356807708740234
15,11.84452199935913,4.665652751922607,1.4505254030227661,1.2545720338821411,1.3453437089920044,3.03560209274292,1.2215378284454346,1.1540601253509521,1.8023138046264648,5.714423656463623
16,13.598765850067139,3.678194761276245,1.3751689195632935,0.9986294507980347,1.3027515411376953,2.750549793243408,1.0972142219543457,0.914029598236084,1.392001986503601,5.172895908355713
17,12.115370988845825,4.067637920379639,1.4011684656143188,1.1095930337905884,1.6355351209640503,4.156656265258789,1.5334893465042114,1.1207201480865479,1.3827241659164429,5.332544803619385
18,12.484439134597778,6.159542083740234,1.5806701183319092,1.23897385597229,1.0259853601455688,3.1188626289367676,1.371385931968689,1.1569360494613647,1.6132714748382568,4.994259834289551
19,11.80687403678894,4.226598739624023,1.436699390411377,1.1535565853118896,2.0122971534729004,3.94197154045105,1.4793428182601929,1.106600046157837,1.5804506540298462,7.840388774871826
20,8.90934133529663,4.568345069885254,1.4921925067901611,1.4377226829528809,3.731191635131836,7.899065971374512,1.9022622108459473,1.1080149412155151,1.8663134574890137,12.188380241394043
21,11.20215916633606,5.291723728179932,1.6243690252304077,2.0041089057922363,1.3355289697647095,5.891556739807129,2.266554355621338,1.869064450263977,2.1881263256073,4.272754192352295
22,11.25348687171936,5.373595714569092,1.5631763935089111,1.565969705581665,0.8200358748435974,3.605637788772583,1.8203706741333008,1.566807746887207,1.9326446056365967,3.9269301891326904
23,9.776678085327148,7.376603603363037,2.0157015323638916,4.39210844039917,5.294663906097412,3.09216046333313,1.8777501583099365,2.627260208129883,6.204074859619141,34.859405517578125
24,11.087674856185913,4.3692169189453125,1.4694464206695557,1.4127565622329712,1.4444023370742798,3.7118723392486572,1.4927922487258911,1.299417495727539,1.8608242273330688,6.265636920928955
25,11.991137981414795,4.29936408996582,1.4861817359924316,1.3174755573272705,1.1618847846984863,4.175926208496094,1.6427513360977173,1.2849042415618896,1.544814944267273,4.086174488067627
26,10.42378306388855,4.799698352813721,1.5259754657745361,1.5018501281738281,2.606874942779541,5.58469295501709,2.247431755065918,1.5711162090301514,1.8242419958114624,8.135504722595215
27,11.111794233322144,4.394507884979248,1.4672867059707642,1.0646872520446777,1.836903691291809,4.394065856933594,1.4278286695480347,0.9668940901756287,1.4032436609268188,6.489190578460693
28,12.32972002029419,4.680134296417236,1.5556128025054932,1.7882646322250366,2.7140941619873047,5.518594741821289,2.222903251647949,1.688936710357666,2.178830623626709,10.43819808959961
29,10.368663787841797,4.196333885192871,1.391661524772644,1.2898987531661987,1.1198657751083374,3.991349220275879,1.6013857126235962,1.3002080917358398,1.4805423021316528,3.9712700843811035
30,12.78404712677002,4.485030651092529,1.4971340894699097,1.351264238357544,1.1760084629058838,3.0725111961364746,1.4957854747772217,1.3373876810073853,1.7666542530059814,4.85444974899292
