seed,total_time,mse,l1,mse_mean,mse_sd,mse_quantile_0.05,mse_quantile_0.25,mse_quantile_0.50,mse_quantile_0.75,mse_quantile_0.95
1,16.972132921218872,3.0608935356140137,1.1749318838119507,0.08398918062448502,0.047881897538900375,0.18601906299591064,0.10185214132070541,0.08560634404420853,0.120596744120121,0.3374655544757843
2,17.822444677352905,3.1798200607299805,1.2206286191940308,0.11041661351919174,0.056212104856967926,0.24382171034812927,0.143462672829628,0.1266292929649353,0.15573306381702423,0.31291162967681885
3,21.33001708984375,3.062917709350586,1.174094557762146,0.08192498981952667,0.060860276222229004,0.24538759887218475,0.14223740994930267,0.0964990109205246,0.11634500324726105,0.3272375166416168
4,17.164191007614136,6.149444103240967,1.289417028427124,1.9179058074951172,0.058799490332603455,2.3272054195404053,2.005528450012207,1.9602710008621216,1.9040650129318237,1.8559176921844482
5,19.733582973480225,3.831411838531494,1.2612444162368774,0.10022483021020889,0.054374102503061295,0.1851854771375656,0.1296108216047287,0.10788364708423615,0.14136645197868347,0.39829325675964355
6,26.166091918945312,3.417877435684204,1.2130482196807861,0.10278932750225067,0.056242797523736954,0.23334786295890808,0.18476438522338867,0.14872586727142334,0.15269722044467926,0.2400697022676468
7,16.810683965682983,3.556187629699707,1.2533611059188843,0.2253831923007965,0.056770242750644684,0.30662307143211365,0.3003509044647217,0.29461583495140076,0.2703152894973755,0.32822299003601074
8,17.910578966140747,3.3775620460510254,1.1936674118041992,0.16883410513401031,0.0595819354057312,0.37470299005508423,0.26698872447013855,0.19911156594753265,0.16222168505191803,0.2780657410621643
9,22.765323877334595,3.6236236095428467,1.2142282724380493,0.18258321285247803,0.06459127366542816,0.2258838713169098,0.21553784608840942,0.23760585486888885,0.28852683305740356,0.48863914608955383
10,27.029207706451416,3.526136636734009,1.2611035108566284,0.11623458564281464,0.04729568585753441,0.26976263523101807,0.13528750836849213,0.11405330151319504,0.14874975383281708,0.36496827006340027
11,14.388672828674316,3.7101752758026123,1.2631676197052002,0.1679835021495819,0.05938039720058441,0.4205437898635864,0.25434985756874084,0.20366254448890686,0.15150156617164612,0.20888429880142212
12,11.615555047988892,3.4154417514801025,1.2519701719284058,0.08577762544155121,0.07946960628032684,0.19575412571430206,0.12761421501636505,0.11538270115852356,0.1407892256975174,0.441954642534256
13,22.28865098953247,3.0857627391815186,1.1622400283813477,0.06483899056911469,0.04283862188458443,0.19884566962718964,0.10312251001596451,0.0759131982922554,0.08997178822755814,0.20369082689285278
14,15.992826223373413,2.9413130283355713,1.1554378271102905,0.1406542807817459,0.0548829510807991,0.4185362458229065,0.2324586808681488,0.15310584008693695,0.13442780077457428,0.24050725996494293
15,16.652315139770508,3.2169551849365234,1.2135385274887085,0.08354587107896805,0.054910000413656235,0.17443498969078064,0.1263384222984314,0.11320779472589493,0.14912644028663635,0.3122904598712921
16,23.13885498046875,4.084486961364746,1.2700387239456177,0.30662521719932556,0.0965605229139328,0.7474565505981445,0.46401453018188477,0.342412531375885,0.25951826572418213,0.40699008107185364
17,27.66860795021057,3.2922816276550293,1.1829355955123901,0.16034254431724548,0.06608657538890839,0.2714967727661133,0.18413883447647095,0.20818786323070526,0.23383355140686035,0.3960919976234436
18,28.742095947265625,3.0402045249938965,1.1210278272628784,0.1258266419172287,0.06361574679613113,0.276732861995697,0.21015514433383942,0.19580338895320892,0.1753591150045395,0.28205257654190063
19,18.558198928833008,3.499185085296631,1.2558315992355347,0.09994761645793915,0.05304645374417305,0.2627641260623932,0.14149193465709686,0.12548279762268066,0.15139047801494598,0.22449210286140442
20,20.262633085250854,3.446388006210327,1.2427325248718262,0.09299024939537048,0.028247319161891937,0.13230764865875244,0.11596987396478653,0.15518642961978912,0.16049791872501373,0.2093280404806137
21,14.434717893600464,3.5583271980285645,1.1906530857086182,0.10446947067975998,0.06629835814237595,0.32976940274238586,0.17566567659378052,0.13754287362098694,0.13552284240722656,0.2555941939353943
22,15.505113124847412,3.402122974395752,1.2473528385162354,0.056603044271469116,0.049068182706832886,0.21208366751670837,0.08737681061029434,0.08867666870355606,0.09316576272249222,0.18369419872760773
23,21.09905505180359,3.150045871734619,1.1479097604751587,0.1290162354707718,0.03277033194899559,0.23182101547718048,0.19459661841392517,0.17281173169612885,0.13339528441429138,0.18241719901561737
24,31.343605041503906,3.5812411308288574,1.2277874946594238,0.08404377102851868,0.09206870198249817,0.34191885590553284,0.17771923542022705,0.12277811020612717,0.12697850167751312,0.3461942672729492
25,15.523149728775024,3.2071080207824707,1.2153605222702026,0.05672464147210121,0.08710139989852905,0.26937976479530334,0.10951080173254013,0.07877394556999207,0.10483323782682419,0.3462444841861725
26,29.149333000183105,3.274359941482544,1.1726232767105103,0.1189485713839531,0.06412268429994583,0.2997988760471344,0.1628001630306244,0.1478218287229538,0.1834390014410019,0.3276505172252655
27,19.423901081085205,3.699528217315674,1.2444995641708374,0.06974062323570251,0.06936170160770416,0.29355931282043457,0.11840398609638214,0.09373790770769119,0.09444116055965424,0.23094496130943298
28,24.65494394302368,4.0060715675354,1.275606393814087,0.2821958661079407,0.08629229664802551,0.47157546877861023,0.4247381091117859,0.363164484500885,0.3141741156578064,0.4374808371067047
29,25.01094889640808,3.1567399501800537,1.2180227041244507,0.10426739603281021,0.06858954578638077,0.2696378231048584,0.1506456881761551,0.13270704448223114,0.1596461832523346,0.3222581446170807
30,28.87400794029236,3.4621834754943848,1.2275066375732422,0.2523705065250397,0.06372442096471786,0.44060882925987244,0.2904309630393982,0.2836815118789673,0.3274904191493988,0.4474516808986664
31,18.838911056518555,3.0550453662872314,1.1522749662399292,0.10332835465669632,0.040577441453933716,0.28466904163360596,0.13877379894256592,0.12053173780441284,0.12641505897045135,0.17632326483726501
32,27.145562171936035,3.495922327041626,1.2733079195022583,0.09814595431089401,0.06081762537360191,0.24257436394691467,0.2204168736934662,0.1417696177959442,0.10584819316864014,0.22343164682388306
33,21.966187953948975,2.7077958583831787,1.1361393928527832,0.09162420779466629,0.03639523312449455,0.2696068584918976,0.15808168053627014,0.09906864911317825,0.07791205495595932,0.15437531471252441
34,20.71832799911499,3.1832287311553955,1.2356818914413452,0.10499624907970428,0.05993717908859253,0.2691577672958374,0.14010313153266907,0.11758372187614441,0.13918274641036987,0.3702760636806488
35,26.39717197418213,3.435379981994629,1.1636511087417603,0.3052411377429962,0.05089234933257103,0.5294135808944702,0.36591964960098267,0.3448042571544647,0.34858617186546326,0.42105990648269653
36,17.1452898979187,3.0695414543151855,1.1383802890777588,0.19949395954608917,0.072525754570961,0.36112773418426514,0.2839289903640747,0.27325597405433655,0.2525172233581543,0.35350489616394043
37,28.18644905090332,3.0902793407440186,1.1654003858566284,0.15835785865783691,0.0749090313911438,0.4108075499534607,0.22745344042778015,0.20941418409347534,0.22223077714443207,0.2785944938659668
38,18.33277916908264,3.1644082069396973,1.231070876121521,0.1421070247888565,0.054339054971933365,0.2877981960773468,0.19251692295074463,0.17802172899246216,0.18164388835430145,0.3007432818412781
39,18.552846908569336,3.0909368991851807,1.1732628345489502,0.1188504621386528,0.06050374358892441,0.2287525236606598,0.16121603548526764,0.16928505897521973,0.18005776405334473,0.2747344970703125
40,29.309393167495728,3.802452564239502,1.275272250175476,0.12106216698884964,0.05636418238282204,0.26454928517341614,0.1384742707014084,0.13125064969062805,0.1765211671590805,0.3797113597393036
41,24.315502882003784,3.5435385704040527,1.1998578310012817,0.15216372907161713,0.05988055095076561,0.38083383440971375,0.23851484060287476,0.1978246420621872,0.1725001335144043,0.2783156931400299
42,21.969023942947388,4.023469924926758,1.2509746551513672,0.19577227532863617,0.06849297136068344,0.4155033528804779,0.34002453088760376,0.24435412883758545,0.17392030358314514,0.3274368345737457
43,21.99405288696289,3.513803720474243,1.2219605445861816,0.1401091367006302,0.052244964987039566,0.2946285605430603,0.2197815328836441,0.19869625568389893,0.17204496264457703,0.23401176929473877
44,15.577760934829712,3.2163031101226807,1.1837760210037231,0.19145648181438446,0.05300379544496536,0.33182016015052795,0.20703107118606567,0.2049676477909088,0.25428733229637146,0.3739069700241089
45,16.55279016494751,3.9487574100494385,1.2735812664031982,0.09924055635929108,0.05477453023195267,0.27768146991729736,0.12445356696844101,0.11637052893638611,0.1284649521112442,0.2714402973651886
46,20.452364921569824,3.077552080154419,1.1689664125442505,0.09009344130754471,0.047719329595565796,0.2549504041671753,0.1344553530216217,0.11926240473985672,0.11628547310829163,0.19646213948726654
47,22.572926998138428,3.7485151290893555,1.2596431970596313,0.13167013227939606,0.040780872106552124,0.24149487912654877,0.18149779736995697,0.15998458862304688,0.15762902796268463,0.22922424972057343
48,18.211275100708008,3.1661481857299805,1.2083227634429932,0.12895245850086212,0.06301304697990417,0.28244146704673767,0.20747704803943634,0.166554257273674,0.14984890818595886,0.32267534732818604
