seed,total_time,mse_y_1,mse_y_2,l1_y_1,l1_y_2,mse_mean_y_1,mse_mean_y_2,mse_sd_y_1,mse_sd_y_2,mse_quantile_y_1_0.05,mse_quantile_y_1_0.25,mse_quantile_y_1_0.50,mse_quantile_y_1_0.75,mse_quantile_y_1_0.95,mse_quantile_y_2_0.05,mse_quantile_y_2_0.25,mse_quantile_y_2_0.50,mse_quantile_y_2_0.75,mse_quantile_y_2_0.95
1,116.51829695701599,6.706425666809082,6.710795879364014,2.093639373779297,2.050586462020874,0.029920779168605804,0.021967506036162376,0.1833711564540863,0.11646287888288498,1.4234800338745117,0.1443098932504654,0.03665311634540558,0.02153075486421585,0.34116917848587036,0.8373013138771057,0.06649704277515411,0.03972408547997475,0.31000298261642456,0.1563207060098648
2,128.76860404014587,6.705368995666504,6.163970470428467,2.0879597663879395,1.920580267906189,0.029246704652905464,0.014881123788654804,0.065606988966465,0.046488188207149506,0.8553394675254822,0.10037640482187271,0.04364688694477081,0.04789690300822258,0.08061257749795914,0.4990968108177185,0.02904508449137211,0.09581776708364487,0.12358871102333069,0.17275221645832062
3,215.8368158340454,6.2644758224487305,6.896050930023193,2.022287607192993,2.067732334136963,0.022183585911989212,0.01864367350935936,0.011414214968681335,0.009420722723007202,0.1027286946773529,0.06757158786058426,0.0226324163377285,0.02351038157939911,0.05450569838285446,0.048381734639406204,0.05599355325102806,0.015120801515877247,0.046992216259241104,0.241359680891037
4,104.00985717773438,6.8437371253967285,6.809723854064941,2.1204824447631836,2.015800952911377,0.010968536138534546,0.040264442563056946,0.13026976585388184,0.0787009745836258,0.8741844296455383,0.08544907718896866,0.04932669550180435,0.025434428825974464,0.21384219825267792,0.3322431147098541,0.032124023884534836,0.05998196080327034,0.36616942286491394,0.31396812200546265
5,111.30547904968262,6.4365458488464355,6.214974403381348,2.0467846393585205,1.9518938064575195,0.012965689413249493,0.02700875513255596,0.028338061645627022,0.017775489017367363,0.10062828660011292,0.03250980004668236,0.016608813777565956,0.0286091361194849,0.32631760835647583,0.0488983578979969,0.03820193558931351,0.017335044220089912,0.06618726253509521,0.42567169666290283
6,107.2503170967102,6.634011268615723,7.205002784729004,2.0925984382629395,2.1493842601776123,0.02020975574851036,0.025098737329244614,0.07675576955080032,0.029417816549539566,0.7126866579055786,0.05507965013384819,0.043007515370845795,0.030977843329310417,0.13059185445308685,0.42193177342414856,0.1553458571434021,0.09618192911148071,0.14166417717933655,0.043901845812797546
7,86.08961009979248,6.596644401550293,6.9931488037109375,2.0895111560821533,2.08797550201416,0.030526962131261826,0.017499351873993874,0.1301814317703247,0.10537585616111755,1.1428391933441162,0.10762837529182434,0.10039784014225006,0.022764001041650772,0.21257922053337097,0.8140208721160889,0.02846425212919712,0.056780509650707245,0.16686300933361053,0.22634436190128326
8,121.82387089729309,6.772251605987549,6.535502910614014,2.0654053688049316,1.9930516481399536,0.037795767188072205,0.022705037146806717,0.03694402053952217,0.021354790776968002,0.5101823806762695,0.07204202562570572,0.019407743588089943,0.05154124274849892,0.07914268225431442,0.384478360414505,0.038649626076221466,0.06351262331008911,0.09320104867219925,0.19336794316768646
9,82.78025984764099,6.2103400230407715,7.213793754577637,1.988305926322937,2.1164121627807617,0.012543893419206142,0.02552969753742218,0.12595561146736145,0.17183661460876465,1.0981991291046143,0.06000204384326935,0.05624191462993622,0.026388995349407196,0.2817622125148773,1.2899489402770996,0.050690725445747375,0.031184319406747818,0.03247406333684921,0.4504220485687256
10,111.9442970752716,6.358943939208984,6.457757949829102,2.044712781906128,1.986644983291626,0.01878582499921322,0.012148036621510983,0.048215702176094055,0.03441602364182472,0.6629835367202759,0.041957512497901917,0.017147185280919075,0.04321545735001564,0.10367945581674576,0.3802008628845215,0.04477239027619362,0.07808376848697662,0.13787734508514404,0.11500575393438339
11,116.69312262535095,6.169805526733398,6.923977375030518,2.0086605548858643,2.053009271621704,0.02106803096830845,0.016830524429678917,0.009386253543198109,0.010526744648814201,0.07425154000520706,0.04865267127752304,0.03647025302052498,0.03567536175251007,0.020570887252688408,0.11586721986532211,0.03496053069829941,0.0699237510561943,0.04984726011753082,0.29534912109375
12,152.45235300064087,6.361752986907959,6.503965377807617,2.0153744220733643,1.9976316690444946,0.033947549760341644,0.01207475271075964,0.008620008826255798,0.014088365249335766,0.0786578357219696,0.048875365406274796,0.030577685683965683,0.039477232843637466,0.06020139157772064,0.030781734734773636,0.024843426421284676,0.030832290649414062,0.060230035334825516,0.2614157199859619
13,78.75435519218445,6.505758285522461,6.188779354095459,2.054060935974121,1.9284782409667969,0.016384035348892212,0.020815884694457054,0.03522811830043793,0.011034279130399227,0.3550572395324707,0.052058443427085876,0.05837869271636009,0.0527295358479023,0.023877756670117378,0.2341189831495285,0.09390832483768463,0.0973905473947525,0.13146637380123138,0.13638797402381897
14,82.93543291091919,6.676423072814941,7.180944442749023,2.073225975036621,2.0979299545288086,0.038873810321092606,0.02153104543685913,0.04148886725306511,0.030223900452256203,0.40599361062049866,0.09394807368516922,0.01632106862962246,0.03734796494245529,0.08799909800291061,0.181565523147583,0.0679851546883583,0.031721219420433044,0.12712493538856506,0.23629984259605408
15,95.7522943019867,6.567932605743408,6.786365985870361,2.0813159942626953,2.029636859893799,0.03375166282057762,0.018873851746320724,0.02221791259944439,0.015149673447012901,0.23123091459274292,0.07901657372713089,0.04800048843026161,0.03374190628528595,0.06000430881977081,0.14142367243766785,0.038403209298849106,0.0257632564753294,0.09819108247756958,0.179954394698143
16,57.07714605331421,6.294267177581787,6.495806694030762,1.9784440994262695,1.9957128763198853,0.009978652000427246,0.014665032736957073,0.11053554713726044,0.1378127634525299,0.4855920970439911,0.0529705248773098,0.01684841513633728,0.05018417537212372,0.8669031858444214,0.30989423394203186,0.03176359087228775,0.027590744197368622,0.13665136694908142,1.2933763265609741
